query_id,query_text,language,disease_entity,icd10_code,molecule_entity,atc_code,drug_class_entity,atc_class,therapeutic_area,age_group,pregnancy_status,year,recency_flag,dose_context_flag,route,renal_function_group,hepatic_impairment_flag,comparison_flag,negation_flag,prior_treatment_failure_flag,intent,intent_top_level,intent_subtype,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes
Q395,Vitamin A hepatic impairment dose in Stunting / Malnutrition,EN,Stunting / Malnutrition,E43,Vitamin A,A11CA01,Vitamin A,A11CA,Pediatrics,,,,False,True,,,True,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q396,Norepinephrine dosing in Sepsis with diabetes,EN,Sepsis,A41,Norepinephrine,C01CA03,Adrenergic agonists,C01CA,Critical Care,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Comparative Treatment Choice,Safety / Contraindication,,three_way_disagreement,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: three_way_disagreement (rule=Dosing / Administration; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).
Q397,Malaria risk stratification approach,EN,Malaria,B50,Tenofovir disoproxil,J05AF07,NRTIs,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,unanimous,high,three_signal_consensus,False,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment)."
Q398,Corticosteroids terbaru untuk Sepsis 2024,MIXED,Sepsis,A41,Hydrocortisone,H02AB09,Corticosteroids,H02AB,Critical Care,,,2024.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q399,Beta blockers selective mechanism untuk Atrial Fibrillation bagaimana cara kerjanya,MIXED,Atrial Fibrillation,I48,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False,Mechanism / Background Knowledge,New dataset-specific class,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,Mechanism / Background Knowledge,unanimous,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).
Q400,COPD pada anak dosis Salmeterol,ID,COPD,J44,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,pediatric,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q401,when to start Bisoprolol in Heart Failure,EN,Heart Failure,I50,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q402,target Obesity sudah tercapai kapan maintenance Semaglutide,MIXED,Obesity,E66,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q403,interaksi obat Artemether-lumefantrine dan Artemether-lumefantrine pada Typhoid Fever,ID,Typhoid Fever,A01.0,Artemether-lumefantrine; Artemether-lumefantrine,P01BF01; P01BF01,Antimalarials; Antimalarials,P01BF; P01BF,Infectious Disease,,,,False,False,,,False,False,False,False,Interaction / Combination,Pharmacotherapy,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q404,Omeprazole loading dose Peptic Ulcer Disease emergency,EN,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q405,algoritma terapi Parkinson Disease step up,ID,Parkinson Disease,G20,Valproate,N03AG01,Fatty acid derivatives,N03AG,Neurology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,unanimous,high,three_signal_consensus,False,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).
Q406,Ischaemic Stroke with pregnancy first line drug,EN,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,pregnant,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.
Q407,Breast Cancer HER2-positive pada anak dosis Methylphenidate,ID,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,pediatric,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q408,prophylaxis COPD Salmeterol kapan bisa dihentikan,MIXED,COPD,J44,Salmeterol,R03AC12,Long-acting beta2-agonists,R03AC,Pulmonology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q409,Spironolactone dosing in Heart Failure with obesity,EN,Heart Failure,I50,Spironolactone,C03DA01,Aldosterone antagonists,C03DA,Cardiology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Safety / Contraindication,Dosing / Administration,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: two_signal_including_rule (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Safety / Contraindication).
Q410,kapan mulai terapi Alteplase pada Ischaemic Stroke,ID,Ischaemic Stroke,I63,Alteplase,B01AD02,Thrombolytics,B01AD,Neurology,,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).
Q411,Alendronate pada pasien elderly Osteoporosis apa perlu adjustment,MIXED,Osteoporosis,M81,Alendronate,M05BA04,Bisphosphonates,M05BA,Rheumatology,elderly,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,low,rule_with_model_disagreement,True,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).
Q412,Aspirin long term outcomes Ischaemic Stroke,EN,Ischaemic Stroke,I63,Aspirin,B01AC06,Platelet aggregation inhibitors,B01AC,Neurology,,,,False,False,,,False,False,False,False,Efficacy / Outcomes,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).
Q413,SNRIs terbaru untuk Major Depressive Disorder 2024,MIXED,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,2024.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q414,Stable Angina emergency Atorvastatin loading dose berapa,MIXED,Stable Angina,I20,Atorvastatin,C10AA05,Statins,C10AA,Cardiology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q415,latest Breast Cancer HER2-positive management guidelines 2023,EN,Breast Cancer HER2-positive,C50,Methylphenidate,N06BA04,CNS stimulants,N06BA,Oncology,,,2023.0,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice)."
Q416,Urinary Tract Infection risk stratification approach,EN,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,unanimous,high,model_assisted_schema_review,False,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment)."
Q417,Venlafaxine vs Venlafaxine untuk Major Depressive Disorder,ID,Major Depressive Disorder,F32,Venlafaxine; Venlafaxine,N06AX16; N06AX16,SNRIs; SNRIs,N06AX; N06AX,Psychiatry,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,three_signal_consensus,False,not_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q418,monitoring Xanthine oxidase inhibitors pada Psoriatic Arthritis parameter apa,MIXED,Psoriatic Arthritis,M07,Allopurinol,M04AA01,Xanthine oxidase inhibitors,M04AA,Rheumatology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Management / Treatment Selection,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge)."
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,EN,Systemic Lupus Erythematosus,M32,Methotrexate,L04AX03,Antimetabolites,L04AX,Rheumatology,,,,False,False,,,False,False,False,True,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Efficacy / Outcomes,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice)."
Q420,Atrial Fibrillation pada anak dosis Metoprolol,ID,Atrial Fibrillation,I48,Metoprolol,C07AB02,Beta blockers selective,C07AB,Cardiology,pediatric,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q421,Bisoprolol loading dose Heart Failure emergency,EN,Heart Failure,I50,Bisoprolol,C07AB07,Beta blockers selective,C07AB,Cardiology,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q422,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru,MIXED,Deep Vein Thrombosis,I82,Rivaroxaban,B01AF01,Factor Xa inhibitors,B01AF,Haematology,,,,True,False,,,False,False,False,False,Guideline / Evidence Lookup,Evidence / Guideline Lookup,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy."
Q423,prophylaxis Hypertension in Pregnancy Methyldopa kapan bisa dihentikan,MIXED,Hypertension in Pregnancy,O10,Methyldopa,C02AB01,Centrally acting antihypertensives,C02AB,Obstetrics,,pregnant,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q424,monitoring parameters Prednisolone in COPD,EN,COPD,J44,Prednisolone,H02AB06,Corticosteroids,H02AB,Pulmonology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge)."
Q425,target Urinary Tract Infection sudah tercapai kapan maintenance Tenofovir+Lamivudine,MIXED,Urinary Tract Infection,N39.0,Tenofovir+Lamivudine,J05AF,NRTIs combination,J05AF,Infectious Disease,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q426,target Psoriasis sudah tercapai kapan maintenance Dupilumab,MIXED,Psoriasis,L40,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Dermatology,,,,False,False,,,False,False,False,False,Prophylaxis / Maintenance,Management / Treatment,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).
Q427,kontraindikasi Lansoprazole pada Pulmonary Embolism dengan renal impairment,MIXED,Pulmonary Embolism,I26,Lansoprazole,A02BC03,Proton pump inhibitors,A02BC,Pulmonology,,,,False,False,,renal_impairment,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Efficacy / Outcomes,Dosing / Administration,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Efficacy / Outcomes; cluster=Dosing / Administration)."
Q428,penggantian Sertraline ke Venlafaxine pada Major Depressive Disorder,ID,Major Depressive Disorder,F32,Sertraline; Venlafaxine,N06AB06; N06AX16,SSRIs; SNRIs,N06AB; N06AX,Psychiatry,,,,False,False,,,False,False,False,False,Treatment Change / Escalation,Management / Treatment,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice)."
Q429,dosis Dupilumab untuk pasien Disseminated Intravascular Coagulation,ID,Disseminated Intravascular Coagulation,D65,Dupilumab,D11AH05,IL-4/IL-13 inhibitors,D11AH,Critical Care,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q430,Major Depressive Disorder dengan renal impairment penyesuaian dosis Venlafaxine,MIXED,Major Depressive Disorder,F32,Venlafaxine,N06AX16,SNRIs,N06AX,Psychiatry,,,,False,True,,renal_impairment,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q431,Proton pump inhibitors kontraindikasi pada Peptic Ulcer Disease dengan anaemia,ID,Peptic Ulcer Disease,K27,Omeprazole,A02BC01,Proton pump inhibitors,A02BC,Gastroenterology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication)."
Q432,Semaglutide combination therapy Obesity,EN,Obesity,E66,Semaglutide,A10BJ06,GLP-1 receptor agonists,A10BJ,Endocrinology,,,,False,False,,,False,False,False,False,Interaction / Combination,Pharmacotherapy,Interaction / Combination,Interaction / Combination,Interaction / Combination,Comparative Treatment Choice,Interaction / Combination,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,co-administration or interaction overrides general safety Three-signal status: two_signal_including_rule (rule=Interaction / Combination; prototype=Interaction / Combination; cluster=Comparative Treatment Choice).
Q433,monitoring parameters Losartan in Chronic Kidney Disease,EN,Chronic Kidney Disease,N18,Losartan,C09CA01,ARBs,C09CA,Nephrology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,low,rule_with_model_disagreement,True,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge)."
Q434,Rosuvastatin contraindication in Acute Coronary Syndrome with anaemia,EN,Acute Coronary Syndrome,I24,Rosuvastatin,C10AA07,Statins,C10AA,Cardiology,,,,False,False,,,False,False,False,False,Safety / Contraindication,Pharmacotherapy,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'."
Q435,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever,EN,Typhoid Fever,A01.0,Artemether-lumefantrine,P01BF01,Antimalarials,P01BF,Infectious Disease,,,,False,True,,,True,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q436,Dupilumab vs Cyclosporine untuk pasien Psoriasis mana lebih efektif,MIXED,Psoriasis,L40,Dupilumab; Cyclosporine,D11AH05; L04AD01,IL-4/IL-13 inhibitors; Calcineurin inhibitors,D11AH; L04AD,Dermatology,,,,False,False,,,False,True,False,False,Comparative Treatment Choice,Pharmacotherapy,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,high,three_signal_consensus,False,not_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).
Q437,Parkinson Disease with elderly patients first line drug,EN,Parkinson Disease,G20,Levodopa-carbidopa,N04BA02,Dopaminergic agents,N04BA,Neurology,elderly,,,False,False,,,False,False,False,False,Management / Treatment Selection,Management / Treatment,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,Efficacy / Outcomes,Management / Treatment Selection,two_signal_including_rule,medium,rule_model_consensus,True,not_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: two_signal_including_rule (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Efficacy / Outcomes).
Q438,Schizophrenia emergency Risperidone loading dose berapa,MIXED,Schizophrenia,F20,Risperidone,N05AX08,Atypical antipsychotics,N05AX,Psychiatry,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q439,Secukinumab loading dose Disseminated Intravascular Coagulation emergency,EN,Disseminated Intravascular Coagulation,D65,Secukinumab,L04AC10,IL-17 inhibitors,L04AC,Critical Care,,,,False,True,,,False,False,False,False,Dosing / Administration,Pharmacotherapy,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,Dosing / Administration,unanimous,high,three_signal_consensus,False,not_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).
Q440,Atrial Fibrillation risk stratification approach,EN,Atrial Fibrillation,I48,Dapagliflozin,A10BK01,SGLT2 inhibitors,A10BK,Cardiology,,,,False,False,,,False,False,False,False,Monitoring / Response / Risk Assessment,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,unanimous,high,three_signal_consensus,False,not_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: unanimous (rule=Monitoring / Response / Risk Assessment; prototype=Monitoring / Response / Risk Assessment; cluster=Monitoring / Response / Risk Assessment)."
