side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
content,C189,EN,Clinical Practice Guideline: Colorectal Cancer Management 2020,"{""disease_entity"": ""Colorectal Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}","{""year"": 2020}",,2020,molecule_without_literal_support,0,1,False
content,C190,EN,Case Series: HER2-targeted agents in Refractory Non-Small Cell Lung Cancer,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Trastuzumab; Nivolumab"", ""drug_class_entity"": ""HER2-targeted agents; PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}","{""prior_treatment_failure_flag"": true}",,2024,molecule_without_literal_support,0,2,False
content,C191,EN,Efficacy of BTK inhibitors in Chronic Lymphocytic Leukaemia: A Cohort Study,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C192,EN,National Guideline: Chronic Myeloid Leukaemia Diagnosis and Treatment,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2022,molecule_without_literal_support,0,1,False
content,C193,EN,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors"", ""therapeutic_area"": ""Oncology""}","{""comparison_flag"": true}",,2021,comparison,0,0,False
content,C194,EN,Quick Reference: BTK inhibitors Dosing in Chronic Lymphocytic Leukaemia,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib; Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors; BTK inhibitors"", ""therapeutic_area"": ""Oncology""}","{""dose_context_flag"": true}",,2021,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C195,EN,Biomarkers in Chronic Lymphocytic Leukaemia: Implications for BTK inhibitors Therapy,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2020,molecule_without_literal_support,0,1,False
content,C196,EN,Scoping Review: Emerging Therapies in Colorectal Cancer 2024,"{""disease_entity"": ""Colorectal Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}","{""year"": 2024}",comparison_from_review,2024,molecule_without_literal_support;context_type_proxy,0,1,False
content,C197,ID,Konsensus Nasional: Chronic Myeloid Leukaemia di Indonesia 2023,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}","{""year"": 2023}",,2023,molecule_without_literal_support,0,1,False
content,C198,ID,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib; Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors; BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}","{""dose_context_flag"": true}",,2022,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C199,ID,Pedoman PNPK: Breast Cancer HER2-positive,"{""disease_entity"": ""Breast Cancer HER2-positive"", ""molecule_entity"": ""Methylphenidate; Methylphenidate"", ""drug_class_entity"": ""CNS stimulants; CNS stimulants"", ""therapeutic_area"": ""Oncology""}",{},,2020,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C200,EN,Chronic Lymphocytic Leukaemia and obesity: Management Challenges,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib; Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors; BTK inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2021,molecule_without_literal_support;population_or_comorbidity;duplicate_metadata,2,1,False
content,C201,ID,Kasus Sulit: Colorectal Cancer Refrakter terhadap Pembrolizumab,"{""disease_entity"": ""Colorectal Cancer"", ""molecule_entity"": ""Pembrolizumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2021,,0,0,False
content,C202,EN,Drug Interactions: Nivolumab in Non-Small Cell Lung Cancer Patients,"{""disease_entity"": ""Non-Small Cell Lung Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2020,,0,0,False
content,C203,MIXED,Monitoring Parameters for CNS stimulants in Breast Cancer HER2-positive,"{""disease_entity"": ""Breast Cancer HER2-positive"", ""molecule_entity"": ""Methylphenidate"", ""drug_class_entity"": ""CNS stimulants"", ""therapeutic_area"": ""Oncology""}",{},,2023,molecule_without_literal_support,0,1,False
content,C204,ID,Profil Keamanan Ibrutinib pada Chronic Lymphocytic Leukaemia,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib; Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors; BTK inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2020,duplicate_metadata,2,0,False
content,C205,MIXED,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia,"{""disease_entity"": ""Chronic Lymphocytic Leukaemia"", ""molecule_entity"": ""Ibrutinib; Ibrutinib"", ""drug_class_entity"": ""BTK inhibitors; BTK inhibitors"", ""therapeutic_area"": ""Oncology""}","{""comparison_flag"": true}",,2023,comparison;duplicate_metadata,2,0,False
content,C206,ID,Chronic Myeloid Leukaemia pada Populasi Khusus: Pendekatan Praktis,"{""disease_entity"": ""Chronic Myeloid Leukaemia"", ""molecule_entity"": ""Imatinib; Imatinib"", ""drug_class_entity"": ""BCR-ABL inhibitors; BCR-ABL inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2020,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C207,EN,Biomarkers in Colorectal Cancer: Implications for PD-1 inhibitors Therapy,"{""disease_entity"": ""Colorectal Cancer"", ""molecule_entity"": ""Nivolumab"", ""drug_class_entity"": ""PD-1 inhibitors"", ""therapeutic_area"": ""Oncology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C208,ID,Laporan Kasus: Systemic Lupus Erythematosus dengan Presentasi Atipikal,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C209,EN,Long-term Outcomes of Proteasome inhibitors Therapy in Rheumatoid Arthritis,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Bortezomib"", ""drug_class_entity"": ""Proteasome inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2020,molecule_without_literal_support,0,1,False
content,C210,EN,Treatment Intensification in Systemic Lupus Erythematosus: When and How,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2022,molecule_without_literal_support,0,1,False
content,C211,EN,Case Report: Atypical Presentation of Systemic Lupus Erythematosus,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2021,molecule_without_literal_support,0,1,False
content,C212,ID,Profil Keamanan Alendronate pada Osteoporosis,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},,2022,,0,0,False
content,C213,ID,Hasil Jangka Panjang Terapi IL-17 inhibitors pada Gout,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C214,EN,Adalimumab versus Adalimumab in Gout: Head-to-Head Comparison,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Adalimumab"", ""drug_class_entity"": ""TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""comparison_flag"": true}",,2024,comparison,0,0,False
content,C215,EN,Narrative Review: Current Evidence for NSAIDs in Systemic Lupus Erythematosus,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Ibuprofen; Ibuprofen"", ""drug_class_entity"": ""NSAIDs; NSAIDs"", ""therapeutic_area"": ""Rheumatology""}",{},comparison_from_review,2025,molecule_without_literal_support;context_type_proxy;duplicate_metadata,2,1,False
content,C216,EN,Switching Therapy in Osteoporosis: A Step-by-Step Guide,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate; Alendronate"", ""drug_class_entity"": ""Bisphosphonates; Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},,2025,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C217,EN,"Adalimumab: Pharmacology, Dosing, and Clinical Use in Gout","{""disease_entity"": ""Gout"", ""molecule_entity"": ""Adalimumab; Adalimumab"", ""drug_class_entity"": ""TNF inhibitors; TNF inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""dose_context_flag"": true}",,2024,duplicate_metadata,2,0,False
content,C218,ID,Profil Keamanan Colchicine pada Psoriatic Arthritis,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Colchicine"", ""drug_class_entity"": ""Gout preparations"", ""therapeutic_area"": ""Rheumatology""}",{},,2021,,0,0,False
content,C219,ID,Konsensus Nasional: Osteoporosis di Indonesia 2022,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}","{""year"": 2022}",,2022,molecule_without_literal_support,0,1,False
content,C220,ID,Hasil Jangka Panjang Terapi Proteasome inhibitors pada Rheumatoid Arthritis,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Bortezomib; Prednisolone"", ""drug_class_entity"": ""Proteasome inhibitors; Corticosteroids"", ""therapeutic_area"": ""Rheumatology""}",{},,2025,molecule_without_literal_support,0,2,False
content,C221,ID,Meta-analisis: Alendronate pada Osteoporosis,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate; Alendronate"", ""drug_class_entity"": ""Bisphosphonates; Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},comparison_from_review,2023,context_type_proxy;duplicate_metadata,2,0,False
content,C222,EN,Challenging Case: Psoriatic Arthritis with Concurrent renal impairment,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Allopurinol"", ""drug_class_entity"": ""Xanthine oxidase inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""renal_function_group"": ""renal_impairment""}",,2024,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C223,ID,Kasus Sulit: Osteoporosis Refrakter terhadap Alendronate,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate"", ""drug_class_entity"": ""Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},,2021,,0,0,False
content,C224,EN,Risk Stratification in Rheumatoid Arthritis: Current Approaches,"{""disease_entity"": ""Rheumatoid Arthritis"", ""molecule_entity"": ""Hydroxychloroquine"", ""drug_class_entity"": ""Antimalarials"", ""therapeutic_area"": ""Rheumatology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C225,MIXED,Treatment Intensification in Gout: When and How,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Rheumatology""}",{},,2021,molecule_without_literal_support,0,1,False
content,C226,EN,Safety Profile of Ibuprofen in Psoriatic Arthritis,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Ibuprofen"", ""drug_class_entity"": ""NSAIDs"", ""therapeutic_area"": ""Rheumatology""}",{},,2025,,0,0,False
content,C227,EN,Consensus Statement: NSAIDs Use in Psoriatic Arthritis,"{""disease_entity"": ""Psoriatic Arthritis"", ""molecule_entity"": ""Ibuprofen"", ""drug_class_entity"": ""NSAIDs"", ""therapeutic_area"": ""Rheumatology""}",{},,2021,molecule_without_literal_support,0,1,False
content,C228,EN,Methotrexate Drug Profile: Efficacy in Systemic Lupus Erythematosus,"{""disease_entity"": ""Systemic Lupus Erythematosus"", ""molecule_entity"": ""Methotrexate; Methotrexate"", ""drug_class_entity"": ""Antimetabolites; Antimetabolites"", ""therapeutic_area"": ""Rheumatology""}",{},dose_from_drug_profile,2020,context_type_proxy;duplicate_metadata,2,0,False
content,C229,EN,Monitoring Parameters for Bisphosphonates in Osteoporosis,"{""disease_entity"": ""Osteoporosis"", ""molecule_entity"": ""Alendronate; Alendronate"", ""drug_class_entity"": ""Bisphosphonates; Bisphosphonates"", ""therapeutic_area"": ""Rheumatology""}",{},,2024,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C230,EN,Case Series: IL-17 inhibitors in Refractory Gout,"{""disease_entity"": ""Gout"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Rheumatology""}","{""prior_treatment_failure_flag"": true}",,2023,molecule_without_literal_support,0,1,False
content,C231,EN,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2021,population_or_comorbidity,0,0,False
content,C232,EN,Consensus Statement: Iron preparations Use in Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate; Ferrous sulphate"", ""drug_class_entity"": ""Iron preparations; Iron preparations"", ""therapeutic_area"": ""Haematology""}",{},,2022,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C233,EN,WHO Guideline Update: Iron Deficiency Anaemia 2023,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}","{""year"": 2023, ""recency_flag"": true}",,2023,molecule_without_literal_support,0,1,False
content,C234,EN,New Insights into Deep Vein Thrombosis Pathophysiology and Treatment,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C235,EN,"Vitamin K antagonists: Mechanism, Indications, and Safety","{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}",{},dose_from_drug_profile,2021,molecule_without_literal_support;context_type_proxy,0,1,False
content,C236,EN,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban; Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors; Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2025,population_or_comorbidity;duplicate_metadata,2,0,False
content,C237,ID,Ferrous sulphate: Farmakologi dan Penggunaan Klinis pada Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate"", ""drug_class_entity"": ""Iron preparations"", ""therapeutic_area"": ""Haematology""}",{},dose_from_drug_profile,2021,context_type_proxy,0,0,False
content,C238,EN,Rare Adverse Event of Warfarin in Deep Vein Thrombosis,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin; Rivaroxaban"", ""drug_class_entity"": ""Vitamin K antagonists; Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,2022,molecule_without_literal_support,0,1,False
content,C239,EN,Asia-Pacific Guideline: Deep Vein Thrombosis in Primary Care 2024,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}","{""year"": 2024}",,2024,molecule_without_literal_support,0,1,False
content,C240,EN,Quick Reference: Iron preparations Dosing in Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate; Erythropoietin"", ""drug_class_entity"": ""Iron preparations; Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}","{""dose_context_flag"": true}",,2025,molecule_without_literal_support,0,2,False
content,C241,EN,Consensus Statement: Vitamin K antagonists Use in Deep Vein Thrombosis,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin; Rivaroxaban"", ""drug_class_entity"": ""Vitamin K antagonists; Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,2024,molecule_without_literal_support,0,2,False
content,C242,MIXED,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}","{""age_group"": ""elderly""}",,2020,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C243,ID,Kasus Sulit: Deep Vein Thrombosis Refrakter terhadap Warfarin,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}",{},,2021,,0,0,False
content,C244,MIXED,"Iron preparations: Mechanism, Indications, and Safety","{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Ferrous sulphate"", ""drug_class_entity"": ""Iron preparations"", ""therapeutic_area"": ""Haematology""}",{},dose_from_drug_profile,2022,molecule_without_literal_support;context_type_proxy,0,1,False
content,C245,EN,Monitoring Parameters for Factor Xa inhibitors in Deep Vein Thrombosis,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Apixaban; Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors; Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,2022,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C246,EN,Scoping Review: Emerging Therapies in Deep Vein Thrombosis 2024,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Warfarin"", ""drug_class_entity"": ""Vitamin K antagonists"", ""therapeutic_area"": ""Haematology""}","{""year"": 2024}",comparison_from_review,2024,molecule_without_literal_support;context_type_proxy,0,1,False
content,C247,ID,Iron Deficiency Anaemia pada Populasi Khusus: Pendekatan Praktis,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}",{},,2024,molecule_without_literal_support,0,1,False
content,C248,EN,Rivaroxaban Real-World Evidence in Deep Vein Thrombosis: A Retrospective Study,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,2020,,0,0,False
content,C249,ID,Ringkasan Klinis: Tatalaksana Deep Vein Thrombosis Terkini 2022,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}","{""year"": 2022}",,2022,molecule_without_literal_support,0,1,False
content,C250,ID,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban; Apixaban"", ""drug_class_entity"": ""Factor Xa inhibitors; Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}",{},,2022,molecule_without_literal_support;duplicate_metadata,1,1,False
content,C251,EN,A Case of Deep Vein Thrombosis Resistant to Rivaroxaban,"{""disease_entity"": ""Deep Vein Thrombosis"", ""molecule_entity"": ""Rivaroxaban"", ""drug_class_entity"": ""Factor Xa inhibitors"", ""therapeutic_area"": ""Haematology""}","{""prior_treatment_failure_flag"": true}",,2024,,0,0,False
content,C252,EN,Rare Adverse Event of Erythropoietin in Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}",{},,2020,,0,0,False
content,C253,ID,Hasil Jangka Panjang Terapi Erythropoiesis stimulating agents pada Iron Deficiency Anaemia,"{""disease_entity"": ""Iron Deficiency Anaemia"", ""molecule_entity"": ""Erythropoietin"", ""drug_class_entity"": ""Erythropoiesis stimulating agents"", ""therapeutic_area"": ""Haematology""}",{},,2025,molecule_without_literal_support,0,1,False
content,C254,MIXED,Clinical Practice Guideline: Preeclampsia Management 2022,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate; Magnesium sulphate"", ""drug_class_entity"": ""Magnesium; Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related"", ""year"": 2022}",,2022,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C255,EN,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol"", ""drug_class_entity"": ""Beta blockers non-selective"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2025,population_or_comorbidity,0,0,False
content,C256,EN,New Insights into Preeclampsia Pathophysiology and Treatment,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",,2025,molecule_without_literal_support,0,1,False
content,C257,EN,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol"", ""drug_class_entity"": ""Beta blockers non-selective"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2021,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C258,EN,"Centrally acting antihypertensives: Mechanism, Indications, and Safety","{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}",{},dose_from_drug_profile,2023,molecule_without_literal_support;context_type_proxy,0,1,False
content,C259,ID,Panduan Klinis: Tatalaksana Preeclampsia 2020,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate; Magnesium sulphate"", ""drug_class_entity"": ""Magnesium; Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related"", ""year"": 2020}",,2020,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C260,EN,Hypertension in Pregnancy in anaemia: Special Considerations,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2024,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C261,ID,Ringkasan Klinis: Tatalaksana Preeclampsia Terkini 2020,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related"", ""year"": 2020}",,2020,molecule_without_literal_support,0,1,False
content,C262,EN,Preeclampsia in pregnancy: Special Considerations,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2022,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C263,ID,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol; Methyldopa"", ""drug_class_entity"": ""Beta blockers non-selective; Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",comparison_from_review,2020,molecule_without_literal_support;context_type_proxy;population_or_comorbidity,0,2,False
content,C264,EN,Preeclampsia in Special Populations: Practical Guidance,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate; Magnesium sulphate"", ""drug_class_entity"": ""Magnesium; Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",,2022,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C265,EN,"Magnesium: Mechanism, Indications, and Safety","{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate; Magnesium sulphate"", ""drug_class_entity"": ""Magnesium; Magnesium"", ""therapeutic_area"": ""Obstetrics""}",{},dose_from_drug_profile,2023,molecule_without_literal_support;context_type_proxy;duplicate_metadata,2,1,False
content,C266,ID,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",dose_from_drug_profile,2024,molecule_without_literal_support;context_type_proxy;population_or_comorbidity,0,1,False
content,C267,EN,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2025,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C268,EN,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Methyldopa"", ""drug_class_entity"": ""Centrally acting antihypertensives"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",dose_from_drug_profile,2022,context_type_proxy;population_or_comorbidity,0,0,False
content,C269,EN,Preeclampsia in Pregnancy: Safety and Management Guide,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2020,molecule_without_literal_support;population_or_comorbidity,0,1,False
