side,record_id,field,value,duplicate,evidence_source,evidence_span
content,C237,molecule_entity,Ferrous sulphate,False,text_and_metadata,Ferrous sulphate
content,C237,drug_class_entity,Iron preparations,False,metadata_without_literal_text_support,
content,C237,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C238,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C238,molecule_entity,Warfarin,False,text_and_metadata,Warfarin
content,C238,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
content,C238,drug_class_entity,Vitamin K antagonists,False,metadata_without_literal_text_support,
content,C238,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C238,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C239,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C239,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
content,C239,drug_class_entity,Vitamin K antagonists,False,metadata_without_literal_text_support,
content,C239,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C240,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
content,C240,molecule_entity,Ferrous sulphate,False,metadata_without_literal_text_support,
content,C240,molecule_entity,Erythropoietin,False,metadata_without_literal_text_support,
content,C240,drug_class_entity,Iron preparations,False,text_and_metadata,Iron preparations
content,C240,drug_class_entity,Erythropoiesis stimulating agents,False,metadata_without_literal_text_support,
content,C240,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C241,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C241,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
content,C241,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
content,C241,drug_class_entity,Vitamin K antagonists,False,text_and_metadata,Vitamin K antagonists
content,C241,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C241,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C242,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C242,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
content,C242,drug_class_entity,Vitamin K antagonists,False,metadata_without_literal_text_support,
content,C242,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C243,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C243,molecule_entity,Warfarin,False,text_and_metadata,Warfarin
content,C243,drug_class_entity,Vitamin K antagonists,False,metadata_without_literal_text_support,
content,C243,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C244,disease_entity,Iron Deficiency Anaemia,False,metadata_without_literal_text_support,
content,C244,molecule_entity,Ferrous sulphate,False,metadata_without_literal_text_support,
content,C244,drug_class_entity,Iron preparations,False,text_and_metadata,Iron preparations
content,C244,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C245,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C245,molecule_entity,Apixaban,False,metadata_without_literal_text_support,
content,C245,molecule_entity,Apixaban,True,metadata_without_literal_text_support,
content,C245,drug_class_entity,Factor Xa inhibitors,False,text_and_metadata,Factor Xa inhibitors
content,C245,drug_class_entity,Factor Xa inhibitors,True,text_and_metadata,Factor Xa inhibitors
content,C245,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C246,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C246,molecule_entity,Warfarin,False,metadata_without_literal_text_support,
content,C246,drug_class_entity,Vitamin K antagonists,False,metadata_without_literal_text_support,
content,C246,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C247,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
content,C247,molecule_entity,Erythropoietin,False,metadata_without_literal_text_support,
content,C247,drug_class_entity,Erythropoiesis stimulating agents,False,metadata_without_literal_text_support,
content,C247,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C248,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C248,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
content,C248,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C248,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C249,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C249,molecule_entity,Rivaroxaban,False,metadata_without_literal_text_support,
content,C249,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C249,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C250,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C250,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
content,C250,molecule_entity,Apixaban,False,metadata_without_literal_text_support,
content,C250,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C250,drug_class_entity,Factor Xa inhibitors,True,metadata_without_literal_text_support,
content,C250,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C251,disease_entity,Deep Vein Thrombosis,False,text_and_metadata,Deep Vein Thrombosis
content,C251,molecule_entity,Rivaroxaban,False,text_and_metadata,Rivaroxaban
content,C251,drug_class_entity,Factor Xa inhibitors,False,metadata_without_literal_text_support,
content,C251,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C252,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
content,C252,molecule_entity,Erythropoietin,False,text_and_metadata,Erythropoietin
content,C252,drug_class_entity,Erythropoiesis stimulating agents,False,metadata_without_literal_text_support,
content,C252,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C253,disease_entity,Iron Deficiency Anaemia,False,text_and_metadata,Iron Deficiency Anaemia
content,C253,molecule_entity,Erythropoietin,False,metadata_without_literal_text_support,
content,C253,drug_class_entity,Erythropoiesis stimulating agents,False,text_and_metadata,Erythropoiesis stimulating agents
content,C253,therapeutic_area,Haematology,False,metadata_without_literal_text_support,
content,C254,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C254,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C254,molecule_entity,Magnesium sulphate,True,metadata_without_literal_text_support,
content,C254,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C254,drug_class_entity,Magnesium,True,metadata_without_literal_text_support,
content,C254,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C255,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C255,molecule_entity,Labetalol,False,text_and_metadata,Labetalol
content,C255,drug_class_entity,Beta blockers non-selective,False,metadata_without_literal_text_support,
content,C255,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C256,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C256,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C256,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C256,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C257,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C257,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
content,C257,drug_class_entity,Beta blockers non-selective,False,metadata_without_literal_text_support,
content,C257,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C258,disease_entity,Hypertension in Pregnancy,False,metadata_without_literal_text_support,
content,C258,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
content,C258,drug_class_entity,Centrally acting antihypertensives,False,text_and_metadata,Centrally acting antihypertensives
content,C258,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C259,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C259,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C259,molecule_entity,Magnesium sulphate,True,metadata_without_literal_text_support,
content,C259,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C259,drug_class_entity,Magnesium,True,metadata_without_literal_text_support,
content,C259,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C260,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C260,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
content,C260,drug_class_entity,Centrally acting antihypertensives,False,metadata_without_literal_text_support,
content,C260,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C261,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C261,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C261,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C261,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C262,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C262,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C262,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C262,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C263,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C263,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
content,C263,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
content,C263,drug_class_entity,Beta blockers non-selective,False,text_and_metadata,Beta blockers non-selective
content,C263,drug_class_entity,Centrally acting antihypertensives,False,metadata_without_literal_text_support,
content,C263,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C264,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C264,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C264,molecule_entity,Magnesium sulphate,True,metadata_without_literal_text_support,
content,C264,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C264,drug_class_entity,Magnesium,True,metadata_without_literal_text_support,
content,C264,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C265,disease_entity,Preeclampsia,False,metadata_without_literal_text_support,
content,C265,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C265,molecule_entity,Magnesium sulphate,True,metadata_without_literal_text_support,
content,C265,drug_class_entity,Magnesium,False,text_and_metadata,Magnesium
content,C265,drug_class_entity,Magnesium,True,text_and_metadata,Magnesium
content,C265,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C266,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C266,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
content,C266,drug_class_entity,Centrally acting antihypertensives,False,text_and_metadata,Centrally acting antihypertensives
content,C266,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C267,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C267,molecule_entity,Methyldopa,False,metadata_without_literal_text_support,
content,C267,drug_class_entity,Centrally acting antihypertensives,False,metadata_without_literal_text_support,
content,C267,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C268,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C268,molecule_entity,Methyldopa,False,text_and_metadata,Methyldopa
content,C268,drug_class_entity,Centrally acting antihypertensives,False,metadata_without_literal_text_support,
content,C268,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C269,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C269,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C269,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C269,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C270,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C270,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
content,C270,drug_class_entity,Beta blockers non-selective,False,text_and_metadata,Beta blockers non-selective
content,C270,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C271,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C271,molecule_entity,Magnesium sulphate,False,text_and_metadata,Magnesium sulphate
content,C271,drug_class_entity,Magnesium,False,text_and_metadata,Magnesium
content,C271,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C272,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C272,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
content,C272,drug_class_entity,Beta blockers non-selective,False,metadata_without_literal_text_support,
content,C272,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C273,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C273,molecule_entity,Magnesium sulphate,False,text_and_metadata,Magnesium sulphate
content,C273,drug_class_entity,Magnesium,False,text_and_metadata,Magnesium
content,C273,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C274,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C274,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C274,drug_class_entity,Magnesium,False,metadata_without_literal_text_support,
content,C274,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C275,disease_entity,Hypertension in Pregnancy,False,text_and_metadata,Hypertension in Pregnancy
content,C275,molecule_entity,Labetalol,False,metadata_without_literal_text_support,
content,C275,drug_class_entity,Beta blockers non-selective,False,metadata_without_literal_text_support,
content,C275,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C276,disease_entity,Preeclampsia,False,text_and_metadata,Preeclampsia
content,C276,molecule_entity,Magnesium sulphate,False,metadata_without_literal_text_support,
content,C276,drug_class_entity,Magnesium,False,text_and_metadata,Magnesium
content,C276,therapeutic_area,Obstetrics,False,metadata_without_literal_text_support,
content,C277,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C277,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C277,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C277,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C278,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C278,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C278,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C278,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C279,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C279,molecule_entity,Zinc,False,text_and_metadata,Zinc
content,C279,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C279,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C280,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C280,molecule_entity,Vitamin A,False,text_and_metadata,Vitamin A
content,C280,drug_class_entity,Vitamin A,False,text_and_metadata,Vitamin A
content,C280,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C281,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C281,molecule_entity,Vitamin A,False,metadata_without_literal_text_support,
content,C281,molecule_entity,Vitamin A,True,metadata_without_literal_text_support,
content,C281,drug_class_entity,Vitamin A,False,metadata_without_literal_text_support,
content,C281,drug_class_entity,Vitamin A,True,metadata_without_literal_text_support,
content,C281,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C282,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C282,molecule_entity,Diazepam,False,metadata_without_literal_text_support,
content,C282,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C282,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C283,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C283,molecule_entity,Zinc,False,text_and_metadata,Zinc
content,C283,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C283,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C284,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C284,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C284,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C284,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C285,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C285,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C285,molecule_entity,Diazepam,True,text_and_metadata,Diazepam
content,C285,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C285,drug_class_entity,Benzodiazepines,True,metadata_without_literal_text_support,
content,C285,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C286,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C286,molecule_entity,Diazepam,False,metadata_without_literal_text_support,
content,C286,drug_class_entity,Benzodiazepines,False,text_and_metadata,Benzodiazepines
content,C286,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C287,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C287,molecule_entity,Zinc,False,metadata_without_literal_text_support,
content,C287,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C287,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C288,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C288,molecule_entity,Zinc,False,text_and_metadata,Zinc
content,C288,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C288,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C289,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C289,molecule_entity,Zinc,False,metadata_without_literal_text_support,
content,C289,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C289,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C290,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C290,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C290,molecule_entity,Diazepam,True,text_and_metadata,Diazepam
content,C290,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C290,drug_class_entity,Benzodiazepines,True,metadata_without_literal_text_support,
content,C290,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C291,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C291,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C291,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C291,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C292,disease_entity,Febrile Seizure,False,metadata_without_literal_text_support,
content,C292,molecule_entity,Diazepam,False,metadata_without_literal_text_support,
content,C292,drug_class_entity,Benzodiazepines,False,text_and_metadata,Benzodiazepines
content,C292,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C293,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C293,molecule_entity,Zinc,False,metadata_without_literal_text_support,
content,C293,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C293,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C294,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C294,molecule_entity,Zinc,False,text_and_metadata,Zinc
content,C294,molecule_entity,Zinc,True,text_and_metadata,Zinc
content,C294,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C294,drug_class_entity,Zinc supplements,True,metadata_without_literal_text_support,
content,C294,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C295,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C295,molecule_entity,Vitamin A,False,metadata_without_literal_text_support,
content,C295,molecule_entity,Vitamin A,True,metadata_without_literal_text_support,
content,C295,drug_class_entity,Vitamin A,False,metadata_without_literal_text_support,
content,C295,drug_class_entity,Vitamin A,True,metadata_without_literal_text_support,
content,C295,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C296,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C296,molecule_entity,Zinc,False,text_and_metadata,Zinc
content,C296,drug_class_entity,Zinc supplements,False,text_and_metadata,Zinc supplements
content,C296,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C297,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C297,molecule_entity,Vitamin A,False,text_and_metadata,Vitamin A
content,C297,molecule_entity,Zinc,False,metadata_without_literal_text_support,
content,C297,drug_class_entity,Vitamin A,False,text_and_metadata,Vitamin A
content,C297,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C297,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C298,disease_entity,Stunting / Malnutrition,False,text_and_metadata,Stunting / Malnutrition
content,C298,molecule_entity,Zinc,False,metadata_without_literal_text_support,
content,C298,drug_class_entity,Zinc supplements,False,metadata_without_literal_text_support,
content,C298,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C299,disease_entity,Febrile Seizure,False,text_and_metadata,Febrile Seizure
content,C299,molecule_entity,Diazepam,False,text_and_metadata,Diazepam
content,C299,molecule_entity,Diazepam,True,text_and_metadata,Diazepam
content,C299,drug_class_entity,Benzodiazepines,False,metadata_without_literal_text_support,
content,C299,drug_class_entity,Benzodiazepines,True,metadata_without_literal_text_support,
content,C299,therapeutic_area,Pediatrics,False,metadata_without_literal_text_support,
content,C300,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C300,molecule_entity,Cyclosporine,False,metadata_without_literal_text_support,
content,C300,drug_class_entity,Calcineurin inhibitors,False,text_and_metadata,Calcineurin inhibitors
content,C300,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C301,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C301,molecule_entity,Norepinephrine,False,text_and_metadata,Norepinephrine
content,C301,drug_class_entity,Adrenergic agonists,False,metadata_without_literal_text_support,
content,C301,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C302,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C302,molecule_entity,Secukinumab,False,text_and_metadata,Secukinumab
content,C302,drug_class_entity,IL-17 inhibitors,False,metadata_without_literal_text_support,
content,C302,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C303,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C303,molecule_entity,Meropenem,False,metadata_without_literal_text_support,
content,C303,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
content,C303,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C304,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C304,molecule_entity,Norepinephrine,False,metadata_without_literal_text_support,
content,C304,drug_class_entity,Adrenergic agonists,False,metadata_without_literal_text_support,
content,C304,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C305,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C305,molecule_entity,Hydrocortisone,False,text_and_metadata,Hydrocortisone
content,C305,molecule_entity,Norepinephrine,False,metadata_without_literal_text_support,
content,C305,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
content,C305,drug_class_entity,Adrenergic agonists,False,metadata_without_literal_text_support,
content,C305,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C306,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C306,molecule_entity,Meropenem,False,metadata_without_literal_text_support,
content,C306,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
content,C306,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C307,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C307,molecule_entity,Secukinumab,False,metadata_without_literal_text_support,
content,C307,drug_class_entity,IL-17 inhibitors,False,text_and_metadata,IL-17 inhibitors
content,C307,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C308,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C308,molecule_entity,Dupilumab,False,metadata_without_literal_text_support,
content,C308,drug_class_entity,IL-4/IL-13 inhibitors,False,metadata_without_literal_text_support,
content,C308,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C309,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C309,molecule_entity,Meropenem,False,text_and_metadata,Meropenem
content,C309,drug_class_entity,Carbapenems,False,metadata_without_literal_text_support,
content,C309,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C310,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C310,molecule_entity,Dupilumab,False,metadata_without_literal_text_support,
content,C310,molecule_entity,Dupilumab,True,metadata_without_literal_text_support,
content,C310,drug_class_entity,IL-4/IL-13 inhibitors,False,text_and_metadata,IL-4/IL-13 inhibitors
content,C310,drug_class_entity,IL-4/IL-13 inhibitors,True,text_and_metadata,IL-4/IL-13 inhibitors
content,C310,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C311,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C311,molecule_entity,Secukinumab,False,text_and_metadata,Secukinumab
content,C311,drug_class_entity,IL-17 inhibitors,False,metadata_without_literal_text_support,
content,C311,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C312,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C312,molecule_entity,Cyclosporine,False,text_and_metadata,Cyclosporine
content,C312,drug_class_entity,Calcineurin inhibitors,False,metadata_without_literal_text_support,
content,C312,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C313,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C313,molecule_entity,Hydrocortisone,False,metadata_without_literal_text_support,
content,C313,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
content,C313,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C314,disease_entity,Sepsis,False,metadata_without_literal_text_support,
content,C314,molecule_entity,Vancomycin,False,text_and_metadata,Vancomycin
content,C314,drug_class_entity,Glycopeptides,False,metadata_without_literal_text_support,
content,C314,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C315,disease_entity,Sepsis,False,text_and_metadata,Sepsis
content,C315,molecule_entity,Hydrocortisone,False,text_and_metadata,Hydrocortisone
content,C315,drug_class_entity,Corticosteroids,False,metadata_without_literal_text_support,
content,C315,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C316,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C316,molecule_entity,Secukinumab,False,metadata_without_literal_text_support,
content,C316,drug_class_entity,IL-17 inhibitors,False,text_and_metadata,IL-17 inhibitors
content,C316,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C317,disease_entity,Disseminated Intravascular Coagulation,False,text_and_metadata,Disseminated Intravascular Coagulation
content,C317,molecule_entity,Secukinumab,False,text_and_metadata,Secukinumab
content,C317,molecule_entity,Cyclosporine,False,metadata_without_literal_text_support,
content,C317,drug_class_entity,IL-17 inhibitors,False,metadata_without_literal_text_support,
content,C317,drug_class_entity,Calcineurin inhibitors,False,metadata_without_literal_text_support,
content,C317,therapeutic_area,Critical Care,False,metadata_without_literal_text_support,
content,C318,disease_entity,Sepsis,False,text_and_metadata,Sepsis
