query_id,query_text,language,intent_text,cluster_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,anchor_rule_intent,matched_candidate_intents,n_anchor_matches,used_as_weak_anchor,prototype_top_intent,prototype_top_score,prototype_second_intent,prototype_second_score,ambiguity_margin,margin_is_calibrated_confidence,similarity_management_treatment,similarity_diagnosis_differential_diagnosis,similarity_work_up_test_selection,similarity_test_clinical_data_interpretation,similarity_pharmacotherapy,similarity_evidence_guideline_lookup,similarity_procedures_techniques,similarity_epidemiology_prognosis,similarity_patient_communication_education,similarity_other_ambiguous
Q407,Breast Cancer HER2-positive pada anak dosis Methylphenidate,ID,disease pada anak dosis medicine,10,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3919183,Diagnosis / Differential Diagnosis,0.374479,0.017439306,False,0.3242,0.374479,0.238274,0.36668,0.365594,0.337571,0.28756,0.391918,0.297087,0.035287
Q408,prophylaxis COPD Salmeterol kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q409,Spironolactone dosing in Heart Failure with obesity,EN,medicine dosing in disease with obesity,2,Dosing / Administration,0.4276565,Safety / Contraindication,0.3842029,0.043453604,0.06856056,0.34078908,0.5906504,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.36597526,Evidence / Guideline Lookup,0.26017612,0.10579914,False,0.222346,0.179001,0.115546,0.19632,0.365975,0.260176,0.19824,0.209744,0.150207,-0.084621
Q410,kapan mulai terapi Alteplase pada Ischaemic Stroke,ID,kapan mulai terapi medicine pada disease,0,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.025013724,0.12852103,0.8464653,Management / Treatment Selection,Management / Treatment Selection,1,True,Management / Treatment,0.52135503,Procedures / Techniques,0.48233718,0.039017856,False,0.521355,0.332444,0.329157,0.421322,0.443465,0.468114,0.482337,0.464131,0.406137,0.057801
Q411,Alendronate pada pasien elderly Osteoporosis apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q412,Aspirin long term outcomes Ischaemic Stroke,EN,medicine long term outcomes disease,0,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,Efficacy / Outcomes,1,True,Epidemiology / Prognosis,0.5110607,Test / Clinical Data Interpretation,0.44481257,0.06624815,False,0.404389,0.388199,0.235139,0.444813,0.380207,0.436837,0.301888,0.511061,0.413811,0.086811
Q413,SNRIs terbaru untuk Major Depressive Disorder 2024,MIXED,drugclass terbaru untuk disease 2024,6,Guideline / Evidence Lookup,0.8966595,Management / Treatment Selection,0.049582694,0.8470768,0.08730637,0.4494459,0.4632478,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Pharmacotherapy,0.51074415,Evidence / Guideline Lookup,0.43501878,0.07572538,False,0.324825,0.30596,0.30808,0.362859,0.510744,0.435019,0.25411,0.403213,0.283246,0.107759
Q414,Stable Angina emergency Atorvastatin loading dose berapa,MIXED,disease emergency medicine loading dose berapa,10,Dosing / Administration,0.9398804,Prophylaxis / Maintenance,0.02592304,0.91395736,0.18925025,0.35632086,0.45442888,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.3817642,Epidemiology / Prognosis,0.32823867,0.053525537,False,0.270469,0.217183,0.230319,0.307744,0.381764,0.278425,0.272719,0.328239,0.2432,0.04358
Q415,latest Breast Cancer HER2-positive management guidelines 2023,EN,latest disease management guidelines 2023,0,Guideline / Evidence Lookup,0.9263954,Management / Treatment Selection,0.039764453,0.88663095,0.22241466,0.19744585,0.58013946,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Management / Treatment,0.54494894,Evidence / Guideline Lookup,0.51894975,0.025999188,False,0.544949,0.421164,0.422948,0.434492,0.42649,0.51895,0.433123,0.517817,0.405273,0.196975
Q416,Urinary Tract Infection risk stratification approach,EN,disease risk stratification approach,9,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Epidemiology / Prognosis,0.41271687,Diagnosis / Differential Diagnosis,0.3868887,0.025828153,False,0.324219,0.386889,0.253353,0.288347,0.271104,0.282816,0.162188,0.412717,0.32964,0.106946
Q417,Venlafaxine vs Venlafaxine untuk Major Depressive Disorder,ID,medicine vs medicine untuk disease,0,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.43699035,Management / Treatment,0.38943315,0.047557205,False,0.389433,0.273161,0.279578,0.352282,0.43699,0.249742,0.330145,0.372411,0.386755,0.134663
Q418,monitoring Xanthine oxidase inhibitors pada Psoriatic Arthritis parameter apa,MIXED,monitoring drugclass pada disease parameter apa,6,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.659453,Diagnosis / Differential Diagnosis,0.48401013,0.17544284,False,0.44704,0.48401,0.412973,0.437754,0.659453,0.413069,0.315688,0.455548,0.381279,0.184289
Q419,add on therapy Systemic Lupus Erythematosus after Methotrexate failure,EN,add on therapy disease after medicine failure,0,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.5005618,Diagnosis / Differential Diagnosis,0.45402893,0.04653284,False,0.500562,0.454029,0.273193,0.374329,0.345319,0.422058,0.39688,0.446749,0.452204,0.084918
Q420,Atrial Fibrillation pada anak dosis Metoprolol,ID,disease pada anak dosis medicine,10,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3919183,Diagnosis / Differential Diagnosis,0.374479,0.017439306,False,0.3242,0.374479,0.238274,0.36668,0.365594,0.337571,0.28756,0.391918,0.297087,0.035287
Q421,Bisoprolol loading dose Heart Failure emergency,EN,medicine loading dose disease emergency,10,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4226651,Epidemiology / Prognosis,0.3820325,0.040632576,False,0.327804,0.286103,0.248012,0.344021,0.422665,0.351439,0.328099,0.382032,0.291569,0.071336
Q422,kapan start Rivaroxaban di Deep Vein Thrombosis evidence terbaru terbaru,MIXED,kapan start medicine di disease evidence terbaru terbaru,0,Guideline / Evidence Lookup,0.9389991,Management / Treatment Selection,0.030376082,0.90862304,0.11241233,0.31411198,0.5734757,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.54101753,Epidemiology / Prognosis,0.47927803,0.061739504,False,0.45544,0.407959,0.403036,0.47692,0.4673,0.541018,0.385323,0.479278,0.349878,0.144649
Q423,prophylaxis Hypertension in Pregnancy Methyldopa kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q424,monitoring parameters Prednisolone in COPD,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q425,target Urinary Tract Infection sudah tercapai kapan maintenance Tenofovir+Lamivudine,MIXED,target disease sudah tercapai kapan maintenance medicine,0,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Management / Treatment,0.44102842,Test / Clinical Data Interpretation,0.43430948,0.0067189336,False,0.441028,0.414882,0.39689,0.434309,0.415767,0.3698,0.318194,0.421415,0.377205,0.141514
Q426,target Psoriasis sudah tercapai kapan maintenance Dupilumab,MIXED,target disease sudah tercapai kapan maintenance medicine,0,Prophylaxis / Maintenance,0.9632334,Dosing / Administration,0.010901309,0.9523321,0.12038701,0.5232157,0.35639727,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Management / Treatment,0.44102842,Test / Clinical Data Interpretation,0.43430948,0.0067189336,False,0.441028,0.414882,0.39689,0.434309,0.415767,0.3698,0.318194,0.421415,0.377205,0.141514
Q427,kontraindikasi Lansoprazole pada Pulmonary Embolism dengan renal impairment,MIXED,kontraindikasi medicine pada disease dengan renal impairment,1,Safety / Contraindication,0.83051604,Dosing / Administration,0.06555777,0.76495826,0.07218944,0.29021436,0.63759625,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.36600733,Epidemiology / Prognosis,0.360366,0.005641341,False,0.312601,0.366007,0.211924,0.343709,0.351974,0.349604,0.281316,0.360366,0.331933,0.049867
Q428,penggantian Sertraline ke Venlafaxine pada Major Depressive Disorder,ID,penggantian medicine ke medicine pada disease,0,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Pharmacotherapy,0.39711893,Procedures / Techniques,0.38902795,0.008090973,False,0.378805,0.222499,0.249126,0.334792,0.397119,0.335479,0.389028,0.322685,0.324192,0.030509
Q429,dosis Dupilumab untuk pasien Disseminated Intravascular Coagulation,ID,dosis medicine untuk pasien disease,10,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4773904,Epidemiology / Prognosis,0.3711667,0.1062237,False,0.337772,0.265517,0.224131,0.304987,0.47739,0.362375,0.330342,0.371167,0.288422,-0.021122
Q430,Major Depressive Disorder dengan renal impairment penyesuaian dosis Venlafaxine,MIXED,disease dengan renal impairment penyesuaian dosis medicine,1,Dosing / Administration,0.93447703,Safety / Contraindication,0.026299171,0.90817785,0.12735051,0.38163197,0.49101758,Dosing / Administration,Dosing / Administration,1,True,Epidemiology / Prognosis,0.3254621,Pharmacotherapy,0.31451082,0.010951281,False,0.248229,0.281574,0.172108,0.30487,0.314511,0.272935,0.225793,0.325462,0.273432,0.003097
Q431,Proton pump inhibitors kontraindikasi pada Peptic Ulcer Disease dengan anaemia,ID,drugclass kontraindikasi pada disease dengan anaemia,12,Safety / Contraindication,0.57139087,Guideline / Evidence Lookup,0.071930125,0.49946076,0.06540742,0.32840514,0.60618746,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.4211911,Pharmacotherapy,0.41907984,0.0021112561,False,0.308867,0.421191,0.257251,0.369292,0.41908,0.352662,0.188092,0.344417,0.254985,0.119918
Q432,Semaglutide combination therapy Obesity,EN,medicine combination therapy disease,0,Interaction / Combination,0.9626987,Safety / Contraindication,0.009370143,0.95332855,0.06538383,0.18824223,0.74637395,Interaction / Combination,Interaction / Combination,1,True,Management / Treatment,0.47082534,Pharmacotherapy,0.42574722,0.04507813,False,0.470825,0.334165,0.245566,0.325421,0.425747,0.402825,0.364302,0.412593,0.38769,0.11699
Q433,monitoring parameters Losartan in Chronic Kidney Disease,EN,monitoring parameters medicine in disease,6,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Pharmacotherapy,0.5805537,Diagnosis / Differential Diagnosis,0.5125228,0.068030894,False,0.509286,0.512523,0.450211,0.511347,0.580554,0.440554,0.447351,0.496787,0.459461,0.158099
Q434,Rosuvastatin contraindication in Acute Coronary Syndrome with anaemia,EN,medicine contraindication in disease with anaemia,12,Dosing / Administration,0.40504202,Safety / Contraindication,0.40285012,0.0021919012,0.07290639,0.33919907,0.58789456,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.31550953,Evidence / Guideline Lookup,0.31430072,0.001208812,False,0.304468,0.289717,0.208535,0.296103,0.31551,0.314301,0.264803,0.309448,0.23835,0.034868
Q435,Artemether-lumefantrine hepatic impairment dose in Typhoid Fever,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q436,Dupilumab vs Cyclosporine untuk pasien Psoriasis mana lebih efektif,MIXED,medicine vs medicine untuk pasien disease mana lebih efektif,0,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5386045,Management / Treatment,0.5001536,0.038450897,False,0.500154,0.318894,0.321434,0.354512,0.538604,0.374143,0.441864,0.429394,0.429246,0.150252
Q437,Parkinson Disease with elderly patients first line drug,EN,disease with elderly patients first line drug,8,Management / Treatment Selection,0.98507327,Guideline / Evidence Lookup,0.011782589,0.9732907,0.03367524,0.09424258,0.8720822,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.42937905,Evidence / Guideline Lookup,0.37441444,0.054964602,False,0.361627,0.252922,0.152308,0.248844,0.429379,0.374414,0.227736,0.359006,0.292115,0.022862
Q438,Schizophrenia emergency Risperidone loading dose berapa,MIXED,disease emergency medicine loading dose berapa,10,Dosing / Administration,0.9398804,Prophylaxis / Maintenance,0.02592304,0.91395736,0.18925025,0.35632086,0.45442888,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.3817642,Epidemiology / Prognosis,0.32823867,0.053525537,False,0.270469,0.217183,0.230319,0.307744,0.381764,0.278425,0.272719,0.328239,0.2432,0.04358
Q439,Secukinumab loading dose Disseminated Intravascular Coagulation emergency,EN,medicine loading dose disease emergency,10,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.4226651,Epidemiology / Prognosis,0.3820325,0.040632576,False,0.327804,0.286103,0.248012,0.344021,0.422665,0.351439,0.328099,0.382032,0.291569,0.071336
Q440,Atrial Fibrillation risk stratification approach,EN,disease risk stratification approach,9,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,True,Epidemiology / Prognosis,0.41271687,Diagnosis / Differential Diagnosis,0.3868887,0.025828153,False,0.324219,0.386889,0.253353,0.288347,0.271104,0.282816,0.162188,0.412717,0.32964,0.106946
Q441,Atorvastatin hepatic impairment dose in Stable Angina,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q442,add on Prednisolone setelah Tiotropium gagal COPD,MIXED,add on medicine setelah medicine gagal disease,0,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.48695514,Procedures / Techniques,0.43216544,0.054789692,False,0.486955,0.365138,0.298429,0.376707,0.418626,0.375679,0.432165,0.401876,0.404557,0.071249
Q443,prophylaxis Schizophrenia Risperidone kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q444,Rivaroxaban hepatic impairment dose in Community-acquired Pneumonia,EN,medicine hepatic impairment dose in disease,3,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,Dosing / Administration,1,True,Pharmacotherapy,0.32883036,Evidence / Guideline Lookup,0.26495534,0.06387502,False,0.197985,0.202103,0.118141,0.204014,0.32883,0.264955,0.15193,0.25321,0.206036,-0.02566
Q445,indikasi Losartan pada Heart Failure guideline terbaru,MIXED,indikasi medicine pada disease guideline terbaru,0,Guideline / Evidence Lookup,0.9326238,Management / Treatment Selection,0.033688597,0.8989352,0.09947687,0.3768578,0.52366537,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.56445384,Diagnosis / Differential Diagnosis,0.5608883,0.0035655499,False,0.507323,0.560888,0.357313,0.531261,0.512631,0.564454,0.425113,0.54769,0.486233,0.147116
Q446,Type 1 Diabetes Mellitus dengan pregnancy pilihan terapi,ID,disease dengan pregnancy pilihan terapi,14,Management / Treatment Selection,0.9692162,Guideline / Evidence Lookup,0.012231452,0.95698476,0.063786864,0.09356439,0.84264874,Management / Treatment Selection,Management / Treatment Selection; Safety / Contraindication,2,True,Management / Treatment,0.42247385,Epidemiology / Prognosis,0.39687997,0.025593877,False,0.422474,0.321842,0.169247,0.270312,0.303277,0.350772,0.32588,0.39688,0.291522,0.086018
Q447,Lansoprazole vs Metronidazole untuk Pulmonary Embolism,ID,medicine vs medicine untuk disease,0,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.43699035,Management / Treatment,0.38943315,0.047557205,False,0.389433,0.273161,0.279578,0.352282,0.43699,0.249742,0.330145,0.372411,0.386755,0.134663
Q448,Pembrolizumab vs Pembrolizumab untuk pasien Non-Small Cell Lung Cancer mana lebih efektif,MIXED,medicine vs medicine untuk pasien disease mana lebih efektif,0,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,Comparative Treatment Choice,1,True,Pharmacotherapy,0.5386045,Management / Treatment,0.5001536,0.038450897,False,0.500154,0.318894,0.321434,0.354512,0.538604,0.374143,0.441864,0.429394,0.429246,0.150252
Q449,Beta-lactam combinations mechanism of action in Sepsis,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008825004,0.9522671,0.14974125,0.42445755,0.4258012,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.2661301,0.20812738,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245986,0.053999
Q450,kontraindikasi Liraglutide pada Type 2 Diabetes Mellitus dengan CKD,MIXED,kontraindikasi medicine pada disease dengan ckd,4,Safety / Contraindication,0.85820323,Dosing / Administration,0.032274168,0.82592905,0.06826277,0.28301325,0.64872396,Safety / Contraindication,Safety / Contraindication,1,True,Diagnosis / Differential Diagnosis,0.4676312,Epidemiology / Prognosis,0.4414499,0.02618128,False,0.369012,0.467631,0.246184,0.434569,0.406315,0.432256,0.311557,0.44145,0.356672,0.055426
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,EN,disease prophylaxis medicine indication,0,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,True,Diagnosis / Differential Diagnosis,0.48598784,Epidemiology / Prognosis,0.41643748,0.069550365,False,0.317798,0.485988,0.212731,0.38313,0.282958,0.371821,0.286917,0.416437,0.32907,0.010429
Q452,Prednisolone combination therapy Rheumatoid Arthritis,EN,medicine combination therapy disease,0,Interaction / Combination,0.9626987,Safety / Contraindication,0.009370143,0.95332855,0.06538383,0.18824223,0.74637395,Interaction / Combination,Interaction / Combination,1,True,Management / Treatment,0.47082534,Pharmacotherapy,0.42574722,0.04507813,False,0.470825,0.334165,0.245566,0.325421,0.425747,0.402825,0.364302,0.412593,0.38769,0.11699
Q453,Topiramate pada pasien elderly Migraine apa perlu adjustment,MIXED,medicine pada pasien elderly disease apa perlu adjustment,8,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,Dosing / Administration,1,True,Management / Treatment,0.4471611,Patient Communication / Education,0.43528968,0.011871427,False,0.447161,0.201959,0.203671,0.27731,0.417105,0.420793,0.425101,0.387648,0.43529,0.049074
Q454,switch dari Meropenem ke Vancomycin Sepsis progresif,MIXED,switch dari medicine ke medicine disease progresif,0,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,Treatment Change / Escalation,1,True,Management / Treatment,0.3716695,Procedures / Techniques,0.34782794,0.02384156,False,0.37167,0.226748,0.234984,0.337939,0.327019,0.341015,0.347828,0.315691,0.32162,0.022536
Q455,obat Typhoid Fever lini pertama Antimalarials,ID,obat disease lini pertama drugclass,6,Management / Treatment Selection,0.33077404,Interaction / Combination,0.32089895,0.009875089,0.080650195,0.18073949,0.73861027,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.56257313,Management / Treatment,0.33475804,0.22781509,False,0.334758,0.232899,0.240251,0.284723,0.562573,0.322557,0.239786,0.27486,0.215046,0.094917
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,MIXED,kapan start medicine di disease evidence terbaru 2023,0,Guideline / Evidence Lookup,0.9412879,Management / Treatment Selection,0.028520662,0.91276723,0.15944636,0.2758878,0.56466585,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,True,Evidence / Guideline Lookup,0.54187274,Epidemiology / Prognosis,0.49482897,0.04704377,False,0.421756,0.367639,0.449758,0.473521,0.447549,0.541873,0.363461,0.494829,0.344324,0.138202
Q457,is Nivolumab safe in Non-Small Cell Lung Cancer with atrial fibrillation,EN,is medicine safe in disease with atrial fibrillation,13,Safety / Contraindication,0.8881545,Efficacy / Outcomes,0.030467028,0.8576875,0.18901825,0.23088399,0.58009773,Safety / Contraindication,Safety / Contraindication,1,True,Epidemiology / Prognosis,0.27398503,Evidence / Guideline Lookup,0.25045043,0.023534596,False,0.182267,0.191012,0.124885,0.216449,0.222343,0.25045,0.190326,0.273985,0.21682,-0.002438
Q458,NRTIs mechanism of action in Malaria,EN,drugclass mechanism of action in disease,6,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,Mechanism / Background Knowledge,1,True,Pharmacotherapy,0.47425747,Management / Treatment,0.26613,0.20812747,False,0.26613,0.222665,0.163268,0.215239,0.474257,0.175935,0.149279,0.216707,0.245985,0.053999
Q459,prophylaxis Gout Adalimumab kapan bisa dihentikan,MIXED,prophylaxis disease medicine kapan bisa dihentikan,0,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,True,Epidemiology / Prognosis,0.40883318,Management / Treatment,0.38686827,0.021964908,False,0.386868,0.348267,0.242204,0.299433,0.355644,0.374215,0.344953,0.408833,0.306948,0.042691
Q460,Sepsis guideline update terbaru summary,EN,disease guideline update terbaru summary,0,Guideline / Evidence Lookup,0.9088194,Management / Treatment Selection,0.04170058,0.8671188,0.293032,0.31573686,0.39123112,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,True,Evidence / Guideline Lookup,0.52301604,Diagnosis / Differential Diagnosis,0.4909873,0.032028735,False,0.37088,0.490987,0.287453,0.444838,0.335052,0.523016,0.25256,0.432099,0.36436,0.12604
Q461,is Semaglutide safe in Type 2 Diabetes Mellitus with COPD,EN,is medicine safe in disease with copd,4,Safety / Contraindication,0.8930269,Efficacy / Outcomes,0.022864789,0.8701621,0.12885419,0.24801251,0.6231333,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.38893282,Epidemiology / Prognosis,0.3388872,0.05004561,False,0.290134,0.266353,0.167293,0.277776,0.388933,0.293829,0.256141,0.338887,0.284576,0.019992
Q462,Aspirin combination therapy Ischaemic Stroke,EN,medicine combination therapy disease,0,Interaction / Combination,0.9626987,Safety / Contraindication,0.009370143,0.95332855,0.06538383,0.18824223,0.74637395,Interaction / Combination,Interaction / Combination,1,True,Management / Treatment,0.47082534,Pharmacotherapy,0.42574722,0.04507813,False,0.470825,0.334165,0.245566,0.325421,0.425747,0.402825,0.364302,0.412593,0.38769,0.11699
Q463,Tuberculosis with renal impairment first line drug,EN,disease with renal impairment first line drug,1,Management / Treatment Selection,0.9874352,Guideline / Evidence Lookup,0.008868202,0.978567,0.03614598,0.0930994,0.8707546,Management / Treatment Selection,Management / Treatment Selection,1,True,Pharmacotherapy,0.333651,Management / Treatment,0.28352186,0.050129145,False,0.283522,0.274131,0.161106,0.252014,0.333651,0.267035,0.16878,0.272886,0.21962,0.006957
Q464,kontraindikasi Semaglutide pada Obesity dengan diabetes,MIXED,kontraindikasi medicine pada disease dengan diabetes,2,Safety / Contraindication,0.8583038,Dosing / Administration,0.032023847,0.82627994,0.052379094,0.2878379,0.659783,Safety / Contraindication,Safety / Contraindication,1,True,Pharmacotherapy,0.4029591,Evidence / Guideline Lookup,0.37541324,0.02754587,False,0.337822,0.364472,0.17225,0.305505,0.402959,0.375413,0.254643,0.340958,0.296721,0.03715
