query_id,query_text,language,therapeutic_area,query_length_band,entity_complexity,context_complexity,cluster_id,liang_final_intent,liang_top_probability,liang_probability_margin,prototype_top_intent,ambiguity_margin,matched_annotation_rules,n_rule_matches,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,intent_top_level,intent_subtype,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes,sampling_reasons
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,MIXED,Pulmonology,medium,2-3 entities,none,4,Management / Treatment Selection,0.9922599,0.98781425,Pharmacotherapy,0.10994035,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.4793575,0.010097295,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,pilot; three_way_disagreement; low_candidate_prototype_margin
Q309,Bedaquiline long term outcomes MDR Tuberculosis,EN,Pulmonology,short,2-3 entities,none,0,Efficacy / Outcomes,0.9887477,0.9833311,Epidemiology / Prognosis,0.06624815,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; rare_intent; short_query
Q312,Tuberculosis prophylaxis Isoniazid indication,EN,Pulmonology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,pilot_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q313,indikasi Losartan pada Chronic Kidney Disease guideline terbaru,MIXED,Nephrology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin
Q315,latest guideline Rheumatoid Arthritis management 2023,MIXED,Rheumatology,short,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9235269,0.88221776,Management / Treatment,0.013147533,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.51731664,0.05448541,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).",three_way_disagreement; low_prototype_margin; short_query
Q316,Lansoprazole vs Omeprazole untuk pasien Peptic Ulcer Disease mana lebih efektif,MIXED,Gastroenterology,long,4+ entities,one slot,0,Comparative Treatment Choice,0.9871715,0.98253447,Pharmacotherapy,0.038450897,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; long_query
Q317,Methylphenidate efficacy pada Breast Cancer HER2-positive clinical outcome data,MIXED,Oncology,medium,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,gold_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent
Q318,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,EN,Psychiatry,medium,4+ entities,one slot,0,Comparative Treatment Choice,0.9547989,0.93330324,Pharmacotherapy,0.096405566,Comparative Treatment Choice; Efficacy / Outcomes,2,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,medium,model_assisted_schema_review,True,pilot_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; multi_cue_boundary; rare_intent
Q320,is Bedaquiline safe in Tuberculosis with hepatic impairment,EN,Pulmonology,medium,2-3 entities,one slot,3,Safety / Contraindication,0.8764966,0.83311677,Pharmacotherapy,0.086012155,Safety / Contraindication,1,Safety / Contraindication,Dosing / Administration,0.3437913,0.008082509,Dosing / Administration,Dosing / Administration,Dosing / Administration,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Dosing / Administration; cluster=Dosing / Administration).",pilot; prototype_cluster_against_rule; low_candidate_prototype_margin
Q323,efek samping Inhaled corticosteroids pada Asthma,ID,Pulmonology,short,2-3 entities,one slot,0,Monitoring / Response / Risk Assessment,0.58801824,0.4597299,Pharmacotherapy,0.14162001,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; low_candidate_prototype_margin; short_query
Q324,monitoring parameters Aspirin in Stable Angina,EN,Cardiology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q327,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,MIXED,Endocrinology,long,2-3 entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,pilot_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; prototype_cluster_against_rule; multi_cue_boundary; rare_intent; long_query
Q328,kombinasi Piperacillin-tazobactam dan Hydrocortisone pada Sepsis aman atau tidak,MIXED,Critical Care,medium,4+ entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,gold_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,prototype_cluster_against_rule; multi_cue_boundary; rare_intent
Q330,Lithium side effect pada pasien Bipolar Disorder apa saja,MIXED,Psychiatry,medium,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q334,Community-acquired Pneumonia prophylaxis Apixaban indication,EN,Pulmonology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,two_signal_including_rule; multi_cue_boundary; rare_intent; short_query
Q335,Metronidazole vs Omeprazole untuk pasien Pulmonary Embolism mana lebih efektif,MIXED,Pulmonology,long,4+ entities,one slot,0,Comparative Treatment Choice,0.9871715,0.98253447,Pharmacotherapy,0.038450897,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; long_query
Q336,Lithium contraindication in Bipolar Disorder with anaemia,EN,Psychiatry,medium,2-3 entities,none,12,Dosing / Administration,0.40504202,0.0021919012,Pharmacotherapy,0.001208812,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.41774553,0.038000643,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Pharmacotherapy,Safety / Contraindication,medium,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication). Phase 2 suggestion 'Dosing / Administration' was not retained because the explicit request maps to 'Safety / Contraindication'.",two_signal_including_rule; phase2_model_disagreement; low_prototype_margin
Q339,Clozapine vs Clozapine in Schizophrenia patients,EN,Psychiatry,short,2-3 entities,one slot,0,Comparative Treatment Choice,0.98690945,0.982131,Pharmacotherapy,0.037023067,Comparative Treatment Choice,1,Comparative Treatment Choice,Comparative Treatment Choice,0.60442096,0.10131985,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,high,model_assisted_schema_review,False,gold_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,rare_intent; short_query
Q345,monitoring parameters Apixaban in Community-acquired Pneumonia,EN,Pulmonology,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q348,Ramipril side effect pada pasien Hypertension apa saja,MIXED,Cardiology,medium,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin
Q350,Valproate resistance in Epilepsy alternative therapy,EN,Neurology,short,2-3 entities,one slot,0,Interaction / Combination,0.40348408,0.18624467,Pharmacotherapy,0.018035889,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.5853206,0.09347534,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; short_query
Q353,Nivolumab efficacy pada Non-Small Cell Lung Cancer clinical outcome data,MIXED,Oncology,long,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,pilot_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,pilot; two_signal_including_rule; low_prototype_margin; rare_intent; long_query
Q361,penanganan Type 2 Diabetes Mellitus di ICU panduan 2022,ID,Endocrinology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9162629,0.88135135,Epidemiology / Prognosis,0.024650395,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4823911,0.025653422,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q362,tatalaksana ADHD panduan terbaru terbaru,ID,Psychiatry,short,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9116215,0.87368613,Diagnosis / Differential Diagnosis,0.036275446,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.51867145,0.030341446,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; short_query
Q363,target Type 2 Diabetes Mellitus sudah tercapai kapan maintenance Liraglutide,MIXED,Endocrinology,long,2-3 entities,none,0,Prophylaxis / Maintenance,0.9632334,0.9523321,Management / Treatment,0.0067189336,Prophylaxis / Maintenance,1,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,gold_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,two_signal_including_rule; low_prototype_margin; rare_intent; long_query
Q371,kapan start Losartan di Hypertension evidence terbaru terbaru,MIXED,Cardiology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9389991,0.90862304,Evidence / Guideline Lookup,0.061739504,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.52072036,0.050660193,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",three_way_disagreement; multi_cue_boundary
Q372,indikasi Semaglutide pada Type 2 Diabetes Mellitus guideline terbaru,MIXED,Endocrinology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin
Q373,add on therapy Stable Angina after Metoprolol failure,EN,Cardiology,medium,2-3 entities,one slot,0,Treatment Change / Escalation,0.99019414,0.98607105,Management / Treatment,0.04653284,Treatment Change / Escalation,1,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,gold_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: three_way_disagreement (rule=Treatment Change / Escalation; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).",three_way_disagreement; low_candidate_prototype_margin
Q375,Tuberculosis pada anak dosis Bedaquiline,ID,Pulmonology,short,2-3 entities,multiple slots,10,Dosing / Administration,0.9359979,0.9093259,Epidemiology / Prognosis,0.017439306,Dosing / Administration,1,Dosing / Administration,Dosing / Administration,0.41690025,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Pharmacotherapy,Dosing / Administration,high,model_assisted_schema_review,False,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).,pilot; low_prototype_margin; short_query
Q376,Antimalarials role in Typhoid Fever pathophysiology,EN,Infectious Disease,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,pilot_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,pilot; rare_intent; short_query
Q377,latest Preeclampsia management guidelines 2024,EN,Obstetrics,short,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9272061,0.8877268,Management / Treatment,0.01295048,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.4947723,0.026872307,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice).",three_way_disagreement; low_prototype_margin; short_query
Q383,SSRIs terbaru untuk ADHD 2023,MIXED,Psychiatry,short,2-3 entities,multiple slots,6,Guideline / Evidence Lookup,0.89931685,0.85113144,Pharmacotherapy,0.09263694,Guideline / Evidence Lookup,1,Guideline / Evidence Lookup,Management / Treatment Selection,0.4337328,0.015063584,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,gold_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q386,Zinc side effect pada pasien Stunting / Malnutrition apa saja,MIXED,Pediatrics,long,2-3 entities,none,0,Safety / Contraindication,0.41915825,0.036764055,Pharmacotherapy,0.0040703714,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,gold_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin; long_query
Q387,monitoring parameters Escitalopram in ADHD,EN,Psychiatry,short,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.9854785,0.97904205,Pharmacotherapy,0.068030894,Monitoring / Response / Risk Assessment,1,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Management / Treatment; Epidemiology / Prognosis,Monitoring / Response / Risk Assessment,low,model_assisted_schema_review,True,gold_reviewed,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",three_way_disagreement; low_candidate_prototype_margin; short_query
Q388,Magnesium role in Preeclampsia pathophysiology,EN,Obstetrics,short,2-3 entities,one slot,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,gold_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,rare_intent; short_query
Q389,algoritma terapi Pulmonary Embolism step up,ID,Pulmonology,short,2-3 entities,none,11,Management / Treatment Selection,0.984469,0.97610027,Management / Treatment,0.0891943,Management / Treatment Selection,1,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment,Management / Treatment Selection,high,model_assisted_schema_review,False,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).,pilot; short_query
