query_id,query_text,cluster_id,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_second_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,schema_adjudicated_intent,gold_set_membership,review_flag
Q297,Colorectal Cancer with COPD first line drug,4,Management / Treatment Selection,Management / Treatment Selection,0.4061635,0.36829162,0.037871897,Comparative Treatment Choice,Safety / Contraindication,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,0,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.5047836,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,pilot_reviewed,True
Q299,Zinc hepatic impairment dose in Stunting / Malnutrition,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q300,dosis Apixaban pada Community-acquired Pneumonia pasien CKD aman tidak,4,Safety / Contraindication,Dosing / Administration,0.5784772,0.48001412,0.09846309,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q301,monitoring parameters Topiramate in Epilepsy,6,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.51214546,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q302,dosis titrasi Topiramate Migraine toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q303,Parkinson Disease treatment algorithm Dopaminergic agents first line,6,Management / Treatment Selection,Management / Treatment Selection,0.65461355,0.4780019,0.17661166,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q304,target Major Depressive Disorder sudah tercapai kapan maintenance Venlafaxine,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.5095032,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,gold_reviewed,True
Q305,when to start Diazepam in Febrile Seizure,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q306,Tenofovir+Lamivudine combination therapy Urinary Tract Infection,0,Interaction / Combination,Interaction / Combination,0.59696394,0.57543284,0.021531105,Prophylaxis / Maintenance,Comparative Treatment Choice,Interaction / Combination,2,two_signal_including_rule,Interaction / Combination,not_reviewed,True
Q307,Fluoroquinolones in pregnancy and HIV/AIDS,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,4,Management / Treatment Selection,Comparative Treatment Choice,0.4793575,0.46926022,0.010097295,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Management / Treatment Selection,pilot_reviewed,True
Q309,Bedaquiline long term outcomes MDR Tuberculosis,0,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.46695828,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,gold_reviewed,True
Q310,target terapi Rheumatoid Arthritis dengan Proteasome inhibitors,6,Management / Treatment Selection,Management / Treatment Selection,0.59910405,0.5242154,0.07488865,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q311,add on therapy Typhoid Fever after Artemether-lumefantrine failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q312,Tuberculosis prophylaxis Isoniazid indication,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.3359575,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,pilot_reviewed,True
Q313,indikasi Losartan pada Chronic Kidney Disease guideline terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.4784963,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,pilot_reviewed,True
Q314,switch dari Rifampicin ke Isoniazid Tuberculosis progresif,0,Treatment Change / Escalation,Comparative Treatment Choice,0.43255907,0.43103832,0.0015207529,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,not_reviewed,True
Q315,latest guideline Rheumatoid Arthritis management 2023,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.51731664,0.46283123,0.05448541,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q316,Lansoprazole vs Omeprazole untuk pasien Peptic Ulcer Disease mana lebih efektif,0,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.53735924,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,gold_reviewed,False
Q317,Methylphenidate efficacy pada Breast Cancer HER2-positive clinical outcome data,0,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.54532415,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,gold_reviewed,True
Q318,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,0,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.60208803,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,pilot_reviewed,True
Q319,dosis titrasi Adalimumab Gout toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q320,is Bedaquiline safe in Tuberculosis with hepatic impairment,3,Safety / Contraindication,Dosing / Administration,0.3437913,0.3357088,0.008082509,Dosing / Administration,Dosing / Administration,Dosing / Administration,2,prototype_cluster_against_rule,Safety / Contraindication,pilot_reviewed,True
Q321,Escitalopram drug interaction with Sertraline in ADHD,0,Interaction / Combination,Interaction / Combination,0.5733186,0.559004,0.014314592,Prophylaxis / Maintenance,Comparative Treatment Choice,Interaction / Combination,2,two_signal_including_rule,Interaction / Combination,not_reviewed,True
Q322,Dolutegravir hepatic impairment dose in Malaria,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q323,efek samping Inhaled corticosteroids pada Asthma,0,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.44791976,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,pilot_reviewed,True
Q324,monitoring parameters Aspirin in Stable Angina,6,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.51214546,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q325,target Systemic Lupus Erythematosus sudah tercapai kapan maintenance Adalimumab,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.5095032,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q326,titration protocol Ferrous sulphate in Iron Deficiency Anaemia,5,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.48834637,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q327,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,0,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.515026,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,pilot_reviewed,True
Q328,kombinasi Piperacillin-tazobactam dan Hydrocortisone pada Sepsis aman atau tidak,0,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.515026,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Interaction / Combination,gold_reviewed,True
Q329,algoritma terapi Major Depressive Disorder step up,11,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.39938256,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment Selection,not_reviewed,False
Q330,Lithium side effect pada pasien Bipolar Disorder apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q331,Osteoporosis dengan renal impairment penyesuaian dosis Alendronate,1,Dosing / Administration,Dosing / Administration,0.44303322,0.37760088,0.06543234,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q332,kapan mulai terapi Desmopressin pada Diabetes Insipidus,0,Management / Treatment Selection,Management / Treatment Selection,0.5741703,0.51404554,0.060124755,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q333,kontraindikasi Diazepam pada Febrile Seizure dengan hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.41086832,0.4023037,0.008564621,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q334,Community-acquired Pneumonia prophylaxis Apixaban indication,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.3359575,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,gold_reviewed,True
Q335,Metronidazole vs Omeprazole untuk pasien Pulmonary Embolism mana lebih efektif,0,Comparative Treatment Choice,Comparative Treatment Choice,0.6681697,0.53735924,0.13081044,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,gold_reviewed,False
Q336,Lithium contraindication in Bipolar Disorder with anaemia,12,Safety / Contraindication,Comparative Treatment Choice,0.41774553,0.3797449,0.038000643,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,gold_reviewed,True
Q337,Chronic Kidney Disease with immunocompromised first line drug,0,Management / Treatment Selection,Management / Treatment Selection,0.41710377,0.38799953,0.029104233,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q338,Metronidazole vs Metronidazole in Inflammatory Bowel Disease patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.604421,0.5031011,0.10131991,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q339,Clozapine vs Clozapine in Schizophrenia patients,0,Comparative Treatment Choice,Comparative Treatment Choice,0.60442096,0.5031011,0.10131985,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,gold_reviewed,False
Q340,latest guideline Peptic Ulcer Disease management 2023,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.5173166,0.46283126,0.05448532,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q341,switch from Clopidogrel to Rosuvastatin in Stable Angina,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q342,dosis titrasi Vancomycin Sepsis toleransi pasien,5,Dosing / Administration,Efficacy / Outcomes,0.53874236,0.50579166,0.0329507,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Dosing / Administration,not_reviewed,True
Q343,obat HIV/AIDS lini pertama Penicillins,6,Management / Treatment Selection,Management / Treatment Selection,0.47118554,0.41327143,0.057914108,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q344,panduan klinis MDR Tuberculosis terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.57643974,0.54683703,0.029602706,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q345,monitoring parameters Apixaban in Community-acquired Pneumonia,6,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.51214546,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q346,Chronic Kidney Disease dengan renal impairment penyesuaian dosis Losartan,1,Dosing / Administration,Dosing / Administration,0.44303322,0.37760088,0.06543234,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q347,Prednisolone hepatic impairment dose in Rheumatoid Arthritis,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q348,Ramipril side effect pada pasien Hypertension apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q349,dosis Liraglutide untuk pasien Obesity,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q350,Valproate resistance in Epilepsy alternative therapy,0,Treatment Change / Escalation,Comparative Treatment Choice,0.5853206,0.49184525,0.09347534,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Treatment Change / Escalation,pilot_reviewed,True
Q351,dosis Rifampicin pada Tuberculosis pasien pregnancy aman tidak,14,Safety / Contraindication,Safety / Contraindication,0.5713311,0.4429491,0.128382,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,True
Q352,panduan klinis ADHD terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.57643974,0.54683703,0.029602706,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q353,Nivolumab efficacy pada Non-Small Cell Lung Cancer clinical outcome data,0,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.54532415,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,pilot_reviewed,True
Q354,apakah Topiramate aman untuk Migraine dengan hypertension,1,Safety / Contraindication,Comparative Treatment Choice,0.4127983,0.3956513,0.017146975,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q355,terapi profilaksis Chronic Kidney Disease dengan Empagliflozin,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.59396416,0.50952107,0.08444309,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q356,apakah Dapagliflozin aman untuk Chronic Kidney Disease dengan pregnancy,14,Safety / Contraindication,Safety / Contraindication,0.58416516,0.3485064,0.23565876,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q357,Pembrolizumab long term outcomes Non-Small Cell Lung Cancer,0,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.46695828,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,not_reviewed,True
Q358,Methylphenidate loading dose Breast Cancer HER2-positive emergency,10,Dosing / Administration,Dosing / Administration,0.57296896,0.42396364,0.14900532,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q359,dosis Adalimumab untuk pasien Systemic Lupus Erythematosus,10,Dosing / Administration,Dosing / Administration,0.5840998,0.48194748,0.10215235,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q360,is Semaglutide safe in Obesity with elderly patients,8,Safety / Contraindication,Efficacy / Outcomes,0.4100349,0.3852182,0.024816692,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Safety / Contraindication,not_reviewed,True
Q361,penanganan Type 2 Diabetes Mellitus di ICU panduan 2022,0,Guideline / Evidence Lookup,Efficacy / Outcomes,0.4823911,0.45673767,0.025653422,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q362,tatalaksana ADHD panduan terbaru terbaru,0,Guideline / Evidence Lookup,Efficacy / Outcomes,0.51867145,0.48833,0.030341446,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,pilot_reviewed,True
Q363,target Type 2 Diabetes Mellitus sudah tercapai kapan maintenance Liraglutide,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.6348169,0.5095032,0.1253137,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,gold_reviewed,True
Q364,switch from Aspirin to Aspirin in Ischaemic Stroke,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q365,Antimalarials in pregnancy and Typhoid Fever,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q366,Venlafaxine long term outcomes Major Depressive Disorder,0,Efficacy / Outcomes,Efficacy / Outcomes,0.6288654,0.46695828,0.16190714,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Efficacy / Outcomes,not_reviewed,True
Q367,ARBs in pregnancy and Hypertension,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q368,Community-acquired Pneumonia dengan hepatic impairment pilihan drug terbaik,3,Management / Treatment Selection,Comparative Treatment Choice,0.40380847,0.35622182,0.04758665,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Management / Treatment Selection,not_reviewed,True
Q369,Nivolumab vs Pembrolizumab untuk Non-Small Cell Lung Cancer,0,Comparative Treatment Choice,Comparative Treatment Choice,0.5567372,0.4609677,0.095769495,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Comparative Treatment Choice,not_reviewed,False
Q370,obat Rheumatoid Arthritis lini pertama Antimalarials,6,Management / Treatment Selection,Management / Treatment Selection,0.47118554,0.41327143,0.057914108,Management / Treatment Selection,Mechanism / Background Knowledge,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q371,kapan start Losartan di Hypertension evidence terbaru terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.52072036,0.47006017,0.050660193,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q372,indikasi Semaglutide pada Type 2 Diabetes Mellitus guideline terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.4784963,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,pilot_reviewed,True
Q373,add on therapy Stable Angina after Metoprolol failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,gold_reviewed,True
Q374,kontraindikasi Ramipril pada Hypertension dengan diabetes,2,Safety / Contraindication,Management / Treatment Selection,0.44955194,0.41830713,0.031244814,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,2,two_signal_including_rule,Safety / Contraindication,not_reviewed,True
Q375,Tuberculosis pada anak dosis Bedaquiline,10,Dosing / Administration,Dosing / Administration,0.41690025,0.38103405,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,pilot_reviewed,False
Q376,Antimalarials role in Typhoid Fever pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,pilot_reviewed,False
Q377,latest Preeclampsia management guidelines 2024,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.4947723,0.46789998,0.026872307,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q378,add on therapy Schizophrenia after Olanzapine failure,0,Treatment Change / Escalation,Efficacy / Outcomes,0.5598161,0.54158145,0.01823467,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q379,kontraindikasi Prednisolone pada COPD dengan renal impairment,1,Safety / Contraindication,Efficacy / Outcomes,0.42356518,0.40173456,0.021830618,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Safety / Contraindication,not_reviewed,True
Q380,Type 2 Diabetes Mellitus dengan renal impairment penyesuaian dosis Liraglutide,1,Dosing / Administration,Dosing / Administration,0.44303322,0.37760088,0.06543234,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q381,renal dose adjustment Artemether-lumefantrine in Typhoid Fever,1,Dosing / Administration,Dosing / Administration,0.5813786,0.4211757,0.16020289,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q382,when to start Methylphenidate in Breast Cancer HER2-positive,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q383,SSRIs terbaru untuk ADHD 2023,6,Guideline / Evidence Lookup,Management / Treatment Selection,0.4337328,0.41866922,0.015063584,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Guideline / Evidence Lookup,gold_reviewed,True
Q384,Iron preparations in pregnancy and Iron Deficiency Anaemia,14,Safety / Contraindication,Safety / Contraindication,0.44444117,0.33284876,0.11159241,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,3,unanimous,Safety / Contraindication,not_reviewed,False
Q385,terapi profilaksis Tuberculosis dengan Isoniazid,0,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.59396416,0.50952107,0.08444309,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Prophylaxis / Maintenance,not_reviewed,True
Q386,Zinc side effect pada pasien Stunting / Malnutrition apa saja,0,Safety / Contraindication,Comparative Treatment Choice,0.52935207,0.52915055,0.0002015233,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Safety / Contraindication,gold_reviewed,True
Q387,monitoring parameters Escitalopram in ADHD,6,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,0.51753473,0.51214546,0.005389273,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,gold_reviewed,True
Q388,Magnesium role in Preeclampsia pathophysiology,6,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.41602254,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,Mechanism / Background Knowledge,gold_reviewed,False
Q389,algoritma terapi Pulmonary Embolism step up,11,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.39938256,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment Selection,pilot_reviewed,False
Q390,panduan klinis Ischaemic Stroke terbaru,0,Guideline / Evidence Lookup,Management / Treatment Selection,0.57643974,0.54683703,0.029602706,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Guideline / Evidence Lookup,not_reviewed,True
Q391,when to start Secukinumab in Disseminated Intravascular Coagulation,0,Management / Treatment Selection,Management / Treatment Selection,0.5849273,0.45099577,0.13393155,Prophylaxis / Maintenance,Comparative Treatment Choice,Management / Treatment Selection,2,two_signal_including_rule,Management / Treatment Selection,not_reviewed,True
Q392,switch from Artemether-lumefantrine to Artemether-lumefantrine in Typhoid Fever,0,Treatment Change / Escalation,Management / Treatment Selection,0.5299046,0.48177612,0.048128486,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Treatment Change / Escalation,not_reviewed,True
Q393,monitoring SSRIs pada ADHD parameter apa,6,Monitoring / Response / Risk Assessment,Management / Treatment Selection,0.48822746,0.45789847,0.030328989,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Monitoring / Response / Risk Assessment,not_reviewed,True
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,6,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.4623251,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Safety / Contraindication,pilot_reviewed,True
Q395,Vitamin A hepatic impairment dose in Stunting / Malnutrition,3,Dosing / Administration,Dosing / Administration,0.5087169,0.29358795,0.21512893,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Dosing / Administration,not_reviewed,False
Q396,Norepinephrine dosing in Sepsis with diabetes,2,Dosing / Administration,Comparative Treatment Choice,0.42897224,0.42166588,0.007306367,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Dosing / Administration,pilot_reviewed,True
