query_id,query_text,liang_final_intent,rule_intent_signal,prototype_intent_signal,cluster_intent_signal,signal_plurality_intent,signal_agreement,schema_adjudicated_intent,matched_annotation_rules,n_rule_matches,label_confidence,annotation_notes,rule_matches_final,prototype_matches_final,cluster_matches_final,passes_agree,review_design
Q424,monitoring parameters Prednisolone in COPD,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q425,target Urinary Tract Infection sudah tercapai kapan maintenance Tenofovir+Lamivudine,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance,1,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q428,penggantian Sertraline ke Venlafaxine pada Major Depressive Disorder,Treatment Change / Escalation,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q445,indikasi Losartan pada Heart Failure guideline terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q446,Type 1 Diabetes Mellitus dengan pregnancy pilihan terapi,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,prototype_cluster_against_rule,Management / Treatment Selection,Management / Treatment Selection; Safety / Contraindication,2,low,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q448,Pembrolizumab vs Pembrolizumab untuk pasien Non-Small Cell Lung Cancer mana lebih efektif,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice,1,high,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q463,Tuberculosis with renal impairment first line drug,Management / Treatment Selection,Management / Treatment Selection,Comparative Treatment Choice,Dosing / Administration,,three_way_disagreement,Management / Treatment Selection,Management / Treatment Selection,1,low,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Dosing / Administration).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q465,Hypertension prophylaxis Ramipril indication,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q467,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q468,Systemic Lupus Erythematosus prophylaxis Methotrexate indication,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,two_signal_including_rule,Prophylaxis / Maintenance,Prophylaxis / Maintenance; Management / Treatment Selection,2,medium,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q469,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Management / Treatment Selection,Comparative Treatment Choice,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup; Management / Treatment Selection,2,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q473,Tenofovir+Lamivudine efficacy pada Urinary Tract Infection clinical outcome data,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q475,Vitamin K antagonists kontraindikasi pada Deep Vein Thrombosis dengan heart failure,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Safety / Contraindication,Safety / Contraindication,two_signal_including_rule,Safety / Contraindication,Safety / Contraindication,1,medium,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: two_signal_including_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).",True,False,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q476,Bortezomib vs Prednisolone untuk Rheumatoid Arthritis,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,unanimous,Comparative Treatment Choice,Comparative Treatment Choice,1,high,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).,True,True,True,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q477,Losartan long term outcomes Heart Failure,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q478,kontraindikasi Bedaquiline pada Tuberculosis dengan immunocompromised,Safety / Contraindication,Safety / Contraindication,Prophylaxis / Maintenance,Comparative Treatment Choice,,three_way_disagreement,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q480,Venlafaxine dosing in Major Depressive Disorder with atrial fibrillation,Safety / Contraindication,Dosing / Administration,Dosing / Administration,Prophylaxis / Maintenance,Dosing / Administration,two_signal_including_rule,Dosing / Administration,Dosing / Administration,1,medium,requested regimen or adjustment determines the primary information need Three-signal status: two_signal_including_rule (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Prophylaxis / Maintenance). Phase 2 suggestion 'Safety / Contraindication' was not retained because the explicit request maps to 'Dosing / Administration'.,True,True,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q481,Metoprolol long term outcomes Stable Angina,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,Comparative Treatment Choice,Efficacy / Outcomes,two_signal_including_rule,Efficacy / Outcomes,Efficacy / Outcomes,1,medium,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,True,True,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q483,Hypertension dengan pregnancy pilihan drug terbaik,Management / Treatment Selection,Management / Treatment Selection,Safety / Contraindication,Safety / Contraindication,Safety / Contraindication,prototype_cluster_against_rule,Management / Treatment Selection,Management / Treatment Selection; Safety / Contraindication,2,low,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: prototype_cluster_against_rule (rule=Management / Treatment Selection; prototype=Safety / Contraindication; cluster=Safety / Contraindication). Multiple cues were resolved with the frozen primary-information-need hierarchy.,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q484,titration protocol Bedaquiline in Tuberculosis,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,Dosing / Administration,Dosing / Administration,1,low,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q485,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,Interaction / Combination,Treatment Change / Escalation,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Treatment Change / Escalation,Treatment Change / Escalation,1,low,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q492,titration protocol Alendronate in Osteoporosis,Dosing / Administration,Dosing / Administration,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,prototype_cluster_against_rule,Dosing / Administration,Dosing / Administration,1,low,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q493,monitoring parameters Isoniazid in Tuberculosis,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,Prophylaxis / Maintenance,Mechanism / Background Knowledge,,three_way_disagreement,Monitoring / Response / Risk Assessment,Monitoring / Response / Risk Assessment,1,low,"monitoring action, response biomarker, or risk score is the requested output Three-signal status: three_way_disagreement (rule=Monitoring / Response / Risk Assessment; prototype=Prophylaxis / Maintenance; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q494,Corticosteroids terbaru untuk COPD terbaru,Guideline / Evidence Lookup,Guideline / Evidence Lookup,Comparative Treatment Choice,Mechanism / Background Knowledge,,three_way_disagreement,Guideline / Evidence Lookup,Guideline / Evidence Lookup,1,low,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Comparative Treatment Choice; cluster=Mechanism / Background Knowledge).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q495,TNF inhibitors adverse effects monitoring in Systemic Lupus Erythematosus,Monitoring / Response / Risk Assessment,Safety / Contraindication,Monitoring / Response / Risk Assessment,Mechanism / Background Knowledge,,three_way_disagreement,Safety / Contraindication,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",True,False,False,False,single model-assisted schema review; not time-separated and not inter-annotator agreement
Q496,Insulin degludec side effect pada pasien Type 1 Diabetes Mellitus apa saja,Safety / Contraindication,Safety / Contraindication,Comparative Treatment Choice,Comparative Treatment Choice,Comparative Treatment Choice,prototype_cluster_against_rule,Safety / Contraindication,Safety / Contraindication,1,low,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",True,False,False,True,single model-assisted schema review; not time-separated and not inter-annotator agreement
